"Interprete","Codigo","Nome","Trecho","Idioma","Pacotes"
"Pepeu Gomes","7345","E FOI ASSIM","E foi assim uma luz brilhou no céu","BRA","10A"
"Pepeu Gomes","6926","IMPRESSÃO DIGITAL","Lá onde lavei as mãos lá onde deixei os meus","BRA","8C"
"Pepeu Gomes","7173","MASCULINO E FEMININO","Ser um homem feminino...","BRA","9B"
"Pepeu Gomes","7386","MIL E UMA NOITES DE AMOR","Eu só quero você e mais nada","BRA","10E"
"Pepeu Gomes","7409","PEDRA NÃO É GENTE AINDA","Quem não respeita a natureza não dá força","BRA","10D"
"Pepeu Gomes","3256","SEXY YEMANJÁ","A noite vai ter lua cheia","BRA","1G"
"Peppino Di Capri","3830","CHAMPAGNE","Champagne per brindare a un incontro","ITA","2F"
"Peppino Di Capri","3681","ROBERTA","Lo sai non e vero che non ti voglio pi","ITA","2B"
"Percy Sledge","4801","WHEN A MAN LOVES A WOMAN","When a man loves a woman","EUA","USAB"
"Péricles","17801","AINDA ME ILUDO","E ainda não foi dessa vez não","BRA","40J"
"Péricles","16873","ATE QUE DUROU","Tentei fazer valer a pena","BRA","34C"
"Péricles","16459","DANCA DO BOLE BOLE","Mulherada que danca e essa que o corpo fica","BRA","32A"
"Péricles","17862","DAQUELE JEITAO","Ou ou ou ou... Sei que eu cometi um erro","BRA","40Q"
"Péricles","16060","FINAL DE TARDE","Eu não tô legal essa noite quase não dormi
","BRA","29C"
"Péricles","15415","LINGUAGEM DOS OLHOS","Quando eu vejo você a minha boca seca","BRA","25C"
"Péricles","16937","MELHOR EU IR","Melhor eu ir tudo bem vai ser melhor","BRA","35A"
"Péricles","16666","NINGUEM AMA","Nao da pra forcar","BRA","33B"
"Péricles","16856","OYA","Oya e o povo de ca pedindo pra","BRA","34C"
"Péricles","15474","SE EU LARGAR O FREIO","Paracundê paracundê paracundê...","BRA","25D"
"Péricles","17358","SEMPRE SOU EU","Então ja era o erro e todo meu","BRA","37M"
"Péricles","17167","SUPERA","De repente voce chega revirando a minha vida","BRA","36F"
"Pericles - Jeniffer Nascimento","16713","CASAL MALUCO","E se a gente acordasse amanha","BRA","33C"
"Pericles - Liniker","17917","O MELHOR DO MUNDO","De tudo o que eu senti com voce foi diferente","BRA","41D"
"Pericles - Mavvila","17747","NOSSO AMOR QUER PAZ","A gente da um jeito comeca do zero de novo","BRA","40C"
"Pericles - Seu Jorge","18023","BOCA LOUCA","O labios de mel da linda menina","BRA","41Q"
"Peri Ribeiro","3010","ALGUÉM COMO TU","Alguém como tu","BRA",""
"Peri Ribeiro","1312","SAMBA DO AVIÃO","Minha alma canta vejo o Rio de Janeiro","BRA","16D"
"Perla","4452","PEQUENINA","Pequenina do meu amor","BRA","4E"
"Perla","16589","POMBINHA BRANCA","Quando o sol sai la nos montes","BRA","32D"
"Perlla","7962","EU VOU","Eu eu eu... Vou... Todas as meninas pensam","BRA","12E"
"Perlla","7469","TREMENDO VACILÃO","Tira tchuru... Na madrugada abandonada e","BRA","10D"
"Perlla-Belo","7939","DEPOIS DO AMOR","Eu quero mais um pouco mais depois do amor","BRA","12E"
"Perry Como","4564","AND I LOVE YOU SO","And I love you so the people ask me how how","EUA","USAD"
"Peter Cetera","4894","GLORY OF LOVE","Tonight it's very clear as where both","EUA",""
"Peter Frampton","9204","BABY I LOVE YOUR WAY","Shadows grow so long before my eyes and","EUA",""
"Peter Frampton","2542","BREAKING ALL THE RULES","We are the people one and all","EUA","INT04B"
"Peter Frampton","9123","I'M IN YOU","I don't care where I go when I'm with you","EUA","INT02-8D"
"Peter Frampton","19415","SHOW ME THE WAY","I wonder how you're feeling
","EUA","INT07C"
"Peter Gabriel","9138","MERCY STREET","Looking down on empty streets","EUA","INT02-8D"
"Peter, Paul and Mary","4501","500 MILES","If you miss the train I'm on you will know that","EUA","USAA"
"Peter, Paul and Mary","4648","PUFF, THE MAGIC DRAGON","Puff the magic dragon lived by the sea","EUA","USAA"
"Peter Schilling","19261","MAJOR TOM (COMING HOME)","Standing there alone the ship is waiting","EUA","INT06C"
"Peter Tosh","19449","JOHNNY B. GOODE","Deep down in Jamaica close to Mandevill
","EUA","INT07D"
"Pet Shop Boys","5852","A DIFFERENT POINT OF VIEW","When I'm sitting so close to you there's only","EUA",""
"Pet Shop Boys","5854","A MAN COULD GET ARRESTED","Late on Tuesday evening such a commotion in","EUA",""
"Pet Shop Boys","20433","BEING BORING","I came across a cache of old photos","EUA","INT13R"
"Pet Shop Boys","20064","DOMINO DANCING","All day all day","EUA","INT11C"
"Pet Shop Boys","19288","GO WEST","Come on come on... Together we will go our way","EUA","INT06D"
"Pet Shop Boys","5924","IT'S A SIN","When I look back upon my life","EUA",""
"Pet Shop Boys","9991","WEST END GIRLS","Sometimes you're better off dead","EUA",""
"PG","2978","EU VOU PASSAR PELA CRUZ","Não quero ir por atalhos quero seguir","BRA","EVAN04D"
"PG","2984","MEU UNIVERSO","Que sejas meu universo não quero","BRA","EVAN04D"
"PG","7858","POSSO OUVIR","Posso ouvir Sua voz posso sentir o Seu toque","BRA","EVD"
"PG","2992","QUEM SOU EU","Quem sou eu pra que o Deus de toda","BRA","EVAN04D"
"PG","7864","QUERO SER TEU AMIGO","Jesus eu preciso de Ti Jesus quero te conhecer","BRA","EVB"
"Pharrell Williams","19177","HAPPY","It might seem crazy what I´m about to say","EUA","INT06A"
"PH.D.","9225","I WON'T LET YOU DOWN","You asked me if I'm happy here","EUA",""
"Phenomena","20267","DID IT ALL FOR LOVE","Like a flame you touched my life","EUA","INT12D"
"Phil Collins","4680","ANOTHER DAY IN PARADISE","She calls out to the man on the street","EUA","USAG"
"Phil Collins","19461","DO YOU REMEMBER","We never talked about it
","EUA","INT07D"
"Phil Collins","4751","ONE MORE NIGHT","One more night... I've been trying","EUA","USAH"
"Phil Collins","20090","STRANGERS LIKE ME","Whatever you do Ill do it too","EUA","INT11D"
"Phil Collins","4845","TAKE A LOOK AT ME NOW (AGAINST ALL ODDS)","How can I just let you walk away","EUA",""
"Phil Collins","4998","YOU'LL BE IN MY HEART","Come stop your crying, it'll be all right","EUA",""
"Philip Bailey-Phil Collins","9024","EASY LOVER","Easy lover she'll get a hold on you","EUA",""
"Phillip Phillips","19944","HOME","Hold on to me as we go","EUA","INT10D"
"Pholhas","9258","FOREVER","I wanna feel your hands on my face","EUA",""
"Pholhas","4946","MY MISTAKE","There was a place that I lived","EUA",""
"Pholhas","2536","SHE MADE ME CRY","Let me tell my whole story","EUA","INT04A"
"Pimpinela","2740","SIGA SEU RUMO","Faz tanto tempo que ele não liga pra","BRA","21C"
"Ping Fong","19982","BABY SHARK","Baby shark do do do do do do","EUA","INT11A"
"Pink","20251","A MILLION DREAMS","I close my eyes and I can see","EUA","INT12D"
"Pink","19050","DON'T LET ME GET ME","Never win first place I don","EUA","INT05B"
"Pink","19052","FUCKIN' PERFECT","Made a wrong turn once or twice","EUA","INT05B"
"Pink","19250","GET THE PARTY STARTED","I'm coming up so you better get this party started...
","EUA","INT06C"
"Pink","19016","RAISE YOUR GLASS","Right right turn off the lights We gonna lose","EUA","INT05A"
"Pink","19069","SO WHAT","Na na na... I guess I just lost my husband","EUA","INT05B"
"Pink","20600","TRUSTFALL","Trust fall baby it´s a trust fall baby","EUA","INT14R"
"Pink","19195","TRY","Ever wonder about what he´s doing","EUA","INT06A"
"Pink","19778","WHAT ABOUT US","La da da... We are searchilights","EUA","INT09D"
"Pink","19154","WHO KNEW","You took my hand you showed me how","EUA","INT05D"
"Pinkara Kyodai","5082","ONNA NO MITI","Watashiga sasagueta sono hitoni","JAP","JP1"
"Pink Floyd","9006","ANOTHER BRICK IN THE WALL","We don't need no education we don't need no","EUA",""
"Pink Floyd","19430","COMFORTABLY NUMB","Hello Hello Hello is there anybody in there
","EUA","INT07C"
"Pink Floyd","20126","MONEY","Money get away get a good job with","EUA","INT12A"
"Pink Floyd","20120","TIME","Ticking away the moments that","EUA","INT11D"
"Pink Floyd","20338","US AND THEM","Us and them and after all we´re only","EUA","INT13F"
"Pink Floyd","19358","WISH YOU WERE HERE","So so you think you can tell","EUA","INT07A"
"Pink & Killers","2219","KOI NO KISETSU","Wasurerarenai no ano hito ga suki yo","JAP","JP5A"
"Pink - Nate Ruess","19184","JUST GIVE ME A REASON","Right from the start you were a thief you stole","EUA","INT06A"
"Pino Donaggio","7010","COME SINFONIA","Sogno,sogno e tu sei con me","ITA","INT-ITA"
"Pique Novo","6008","CHEGA DE SOFRER","Há tempo você não me liga","BRA","4G"
"Pique Novo","15689","EM CADA ESQUINA","Ahhh não sei viver sozinho preciso de carinho","BRA","27B"
"Pique Novo","7131","EU TENHO MUITO MAIS","Existem muitas coisas que é melhor não","BRA","9D"
"Pique Novo","1169","LIGANDO OS FATOS","Pode até falar que nada aconteceu","BRA","16A"
"Pique Novo","15905","LUGARES","Tô sofrendo tanto tanto a saudade...
","BRA","28C"
"Pique Novo","15734","LUZ","Tanta luz em nosso amor feito de tanta","BRA","27C"
"Pique Novo","1701","PELÚCIA","Eu hoje estou grudado num bichinho","BRA","19B"
"Pique Novo","16910","SUPRA SUMO DO AMOR","Peco perdao eu nao quis foi sem querer","BRA","34D"
"Pique Novo","6315","TODO MUNDO SABE QUE EU TE AMO","Todo mundo sabe que eu te amo já não adianta","BRA","5F"
"Pique Novo","6519","UMA ESTRELA","Conversei com uma estrela caminhando pelas","BRA","6C"
"Pirilampo e Saracura","3694","BOIADEIRO ERRANTE","Eu venho vindo de uma querência distante","BRA","2C"
"Pirilampo e Saracura","3460","CABECINHA NO OMBRO","Encosta tua cabecinha no meu ombro e","BRA",""
"Pirlimpimpim","3129","LINDO BALÃO AZUL","Eu vivo sempre no mundo da lua","BRA","1J"
"Pitbull - Kesha","19237","TIMBER","It's going down I'm yelling timber...
","EUA","INT06B"
"Pitty","1985","ADMIRÁVEL CHIP NOVO","Pane no sistema alguém me desconfigu","BRA","21A"
"Pitty","2830","DÈJÁ VU","Nenhuma verdade me machuca nenhum","BRA","22B"
"Pitty","16126","DÊ UM ROLÊ","Não se assuste pessoa
","BRA","30A"
"Pitty","6695","EQUALIZE","Às vezes se eu me distraio","BRA","7B"
"Pitty","2676","FRACASSO","O êxito tem vários pais órfão é o seu revés","BRA","21B"
"Pitty","2853","MÁSCARA","Diga quem você é me diga me fale","BRA","22B"
"Pitty","2709","ME ADORA","Tantas decepções eu já vivi aquela foi","BRA","21C"
"Pitty","2835","MEMÓRIAS","Eu fui matando os meus heróis aos poucos","BRA","22B"
"Pitty","2715","NA SUA ESTANTE","Te vejo errando e isso não é pecado","BRA","21C"
"Pitty","16234","SERPENTE","Um pressagio eu vi tambem","BRA","30C"
"Pitty","15438","TETO DE VIDRO","Quem não tem teto de vidro que atire a","BRA","25C"
"Pixies","19102","HERE COMES YOUR MAN","Outside there's a box car waiting...","EUA","INT05C"
"Pixote","16841","A CULPA E DO CORACAO","Olha o meu coracao ta programado","BRA","34C"
"Pixote","4382","A LUA E EU","Tanto tempo se passou a lua e eu","BRA","4D"
"Pixote","17142","BRILHO DE CRISTAL","Quem me dera ao menos uma vez","BRA","36D"
"Pixote","17026","ENCONTRO DE ERROS","De quantos beijos voce se lembra","BRA","35C"
"Pixote","6099","FRANQUEZA","Olha eu me amarro na sua franqueza","BRA","5A"
"Pixote","4438","FRENESI","Nada se compara ao nosso amor","BRA","4E"
"Pixote","6136","IDEM","Você tem malícia no olhar demorou eu","BRA","5B"
"Pixote","9688","INSEGURANÇA","Essa noite eu notei que você demorou","BRA","14D"
"Pixote","6296","LOUCURAS DE QUEM AMA","Eu sei o que eu quero e onde chegar chega de","BRA","5F"
"Pixote","17825","MANDE UM SINAL","Sonhei contigo o-o o agora eu sei","BRA","40L"
"Pixote","17935","MANIA BOBA","So voce tem a chave do meu beijo","BRA","41F"
"Pixote","9698","MEU AMOR","Minha pele sente frio sem você teu cheiro","BRA","14D"
"Pixote","16707","NEM DE GRACA","E que nao sobrou espaco","BRA","33C"
"Pixote","6264","O AMOR NÃO TEM CULPA","Se um dia eu te encontrar de repente","BRA","5E"
"Pixote","17417","POSTADORES DE MENTIRA","Se saudade fosse agua meu coracão e o seu","BRA","38B"
"Pixote","15915","PROIBIDO É MAIS GOSTOSO","A gente no carro curtindo um som...
","BRA","28C"
"Pixote","16497","SAUDADE ARREGACA","Fica a pergunta no ar","BRA","32B"
"Pixote","16759","VAI ERRAR DE NOVO","Era mais facil ter falado a verdade","BRA","33D"
"Pixote","17280","VOU VER E TE AVISO","Uma chamada de madrugada","BRA","37D"
"Pixote - Hungria Hip Hop","17791","AMOR E FE","To aqui na sua frente meio baguncado","BRA","40H"
"Placa Luminosa","4081","FICA COMIGO","Amo você fica comigo","BRA","3D"
"Placa Luminosa","6379","MAIS UMA VEZ","Telefono te procuro mil loucuras pra poder te","BRA","5H"
"Placa Luminosa","4012","SEGREDO","Hoje teu segredo é meu segredo somos","BRA","3B"
"Placa Luminosa","7724","VELHO DEMAIS","Toda vez que eu olho o espelho vejo um rosto","BRA","11E"
"Planta e Raiz","17854","COM CERTEZA","Com certeza voce ja se banhou","BRA","40P"
"Planta e Raiz","17885","DE CARA PRO MUNDO","Eu não vou ficar","BRA","41A"
"Planta e Raiz","17734","FILME DE ROMANCE","Sempre que o dia ta dificil eu olho pro ceu","BRA","40B"
"Planta e Raiz","17986","PIQUE NATTY DREAD","Nos no pique natty dreadlock","BRA","41L"
"Planta e Raiz","17927","PRA POUCOS","Um dia eu sonhei com o rei","BRA","41E"
"Planta e Raiz","7712","TÔ NO BARATO","Tô no barato de ver o mar daqui de cima já","BRA","11B"
"Planta e Raiz - Chorão","2706","GUETO DO UNIVERSO","A Terra é o gueto do Universo mas tudo","BRA","21C"
"Planta e Raiz-Claudia Leitte","15110","FLORES NO MEU JARDIM","Flores do meu jardim só me resta cuidar","BRA","23C"
"Planta e Raiz - Tati Portella","15378","LINDA","Gosto de você tão linda demais gosto de","BRA","25B"
"Platters (The)","5944","MY PRAYER","When the twilight is gone","EUA",""
"Platters (The)","4543","ONLY YOU","Only you can make this world","EUA","USAF"
"Platters (The)","4769","SMOKE GETS IN YOUR EYES","They asked me how I knew My true love","EUA","USAB"
"Platters (The)","4785","THE GREAT PRETENDER","Oh yes, I'm the great pretender","EUA","USAC"
"Player","9007","BABY COME BACK","Spending all my nights all my money going","EUA",""
"Plebe Rude","6048","ATÉ QUANDO ESPERAR","Não é nossa culpa nascemos já com uma","BRA","4H"
"Plebe Rude","16991","PROTECAO","Sera verdade sera que nao","BRA","35B"
"P.O. BOX","4444","NÃO TÔ ENTENDENDO","Conheci uma garota Supergata de","BRA","4E"
"P.O. BOX","6189","OS BICHINHOS","""E a gente queria então fazer uma música","BRA","5C"
"P.O. BOX","4368","PAPO DE JACARÉ","Tô viajando na onda dessa menina","BRA","4C"
"Pointer Sisters (The)","9125","I'M SO EXCITED","Tonight's the night","EUA","INT02-8E"
"Poison","20206","SOMETHING TO BELIEVE IN","Weel I see him on the TV","EUA","INT12C"
"Poison","19797","UNSKINNY BOP","What s got you so jumpy why can t you sit","EUA","INT09D"
"Polegar","1825","DÁ PRA MIM","Ô uô uô uô yeah","BRA","20A"
"Polegar","15937","ELA NÃO LIGA (SOY UN DESASTRE)","Eu sou um carro ela não guia
","BRA","28D"
"Polegar","15874","SOU COMO SOU (SOY COMO SOY)","Taí quero mais é viver que esse mundo é ","BRA","28B"
"Police (The)","19649","DE DO DO DO DE DA DA DA","Don't think me unkind
","EUA","INT09A"
"Police (The)","4576","EVERY BREATH YOU TAKE","Every breath you take every move you","EUA","USAG"
"Police (The)","9106","EVERY LITTLE THING SHE DOES IS MAGIC","Though I've tried before to tell her","EUA","INT02-8F"
"Police (The)","4763","ROXANNE","Roxanne you don't have to put on the red light","EUA","USAF"
"Pollo - Fernanda Chagas","15354","TRAMA","E você fala que gosta mas eu sei que","BRA","25A"
"Pollo-Ivo Mozart","15198","VAGALUMES","Vou caçar mais de um milhão de vagalumes","BRA","24A"
"Pollo - Levi Lima","15693","GÊNIO DA LÂMPADA","Se eu encontrar uma lâmpada qualquer","BRA","27B"
"Post Malone","20164","CIRCLES","We coudn t turn around","EUA","INT12B"
"Post Malone - Swae Lee","19940","SUNFLOWER","Eh eh eh eh... Needless to say I keep her","EUA","INT10D"
"Premeditando o Breque","2816","SÃO PAULO, SÃO PAULO","É sempre lindo andar na cidade de São","BRA","22A"
"Preta Gil","15483","ANDARAÍ","Vou Andaraí de cabeça relaxada em","BRA","26A"
"Preta Gil","7601","EU E VOCÊ, VOCÊ E EU","Nós dois no meio da rua eu falava pra","BRA","11B"
"Preta Gil","6676","SINAIS DE FOGO","Quando você me vê eu vejo acender","BRA","7A"
"Preta Gil","9539","SUAVE","Olhar penetrante tão singular brilhante e sereno","BRA","13C"
"Preta Gil","17959","TUDO VAI PASSAR","A cor do amanhecer na luz do seu olhar","BRA","41H"
"Preta Gil - Gal Costa","16295","VÁ SE BENZER","Sou eu Que fuma que bebe que dorme

","BRA","31A"
"Preta Gil - Gloria Groove","17989","SO O AMOR","Suave como um furacão","BRA","41L"
"Preta Gil - Israel Novaes","15939","ESCULACHO","Eu gosto mas não quero provoco e te dispenso
","BRA","28D"
"Pretenders (The)","9008","BACK ON THE CHAIN GANG","I found a picture of you oh oh oh oh o","EUA",""
"Pretenders (The)","19651","DON'T GET ME WRONG","Don't get me wrong
","EUA","INT09A"
"Pretenders (The)","19294","I'LL STAND BY YOU","Oh why you look so sad tears are in your eyes","EUA","INT06D"
"Preto no Branco","3369","MARAVILHOSA","Estou sabendo que o seu caso de amor","BRA",""
"Preto no Branco - Gabriela Rocha","16740","NINGUEM EXPLICA DEUS","Nada e igual ao Seu redor","BRA","33D"
"Prince","19258","KISS","You don't have to be beautiful to turn...","EUA","INT06C"
"Prince","20689","WHEN DOVES CRY","Dig if you will the picture","EUA","INT15J"
"Prince - The Revolution","19303","PURPLE RAIN","I never meant to cause you any sorrow","EUA","INT06D"
"Priscila Senna - Mari Fernandez","17605","NEGOCIO NA CAMA","Não aguento mais olhar pra essa cama","BRA","39E"
"Priscila Senna - Ze Vaqueiro","17351","ALVEJANTE","Ce não avisou pro meu coracão","BRA","37M"
"Priscilla Alcantara - Whindersson Nunes","17094","GIRASSOL","Se a vida fosse facil como a gente quer","BRA","36A"
"Priscilla e Yudi","2827","CARRO-CÉU","Entre duendes e fadas a terra encantada","BRA","22B"
"Pr. Jairinho","2458","MAIOR É DEUS","Maior é Deus do que o homem","BRA","EVAN04B"
"Procol Harum","4666","A WHITER SHADE OF PALE","We skipped the light fandango and turned","EUA","USAC"
"Projota","16058","ELA SÓ QUER PAZ","Ela é um filme de ação com vários finais
","BRA","29C"
"Projota","17076","MARIEVA","Seus olhos sao da sua mae ja deu pra ver","BRA","35D"
"Projota","17006","MULEQUE DE VILA","Eu falei que era uma questao de tempo","BRA","35C"
"Projota","16981","MULHER FEITA","Sei que podia ser bem menos complicado","BRA","35B"
"Projota","16834","OMBRIM","Eu sou do tipo come quieto","BRA","34B"
"Projota - Anavitória","16225","LINDA","Vem o linda","BRA","30C"
"Projota - Marcelo D2","16127","ELAS GOSTAM ASSIM","O pai dela diz que eu sou ruim
","BRA","30A"
"Projota - Marlos Vinicius","15579","MULHER","Ela nem ligou pro patrão deixou o véio na","BRA","26C"
"Projota - Negra Li","15854","O HOMEM QUE NÃO TINHA NADA","O homem que não tinha nada acordou bem cedo","BRA","28B"
"Psirico","15325","CHUPETA","Gugu dada gugu dada","BRA","25A"
"Psirico","15467","LEPO LEPO","Ah eu já não sei o que fazer duro pé rapado","BRA","25D"
"Psirico","15344","MULHER BRASILEIRA (TODA BOA)","Pele bronzeada mulher brasileira","BRA","25A"
"Psirico","15837","TEM XHENHENHEM","A minha balada só acaba quando a cachaça termina","BRA","28A"
"Psirico - Os Baroes da Pisadinha","17408","SIGILINHO","Não precisa de legenda pra um filme que","BRA","38A"
"Psy","19098","GANGNAM STYLE","Oppan gangnamn style Najeneun ttasaroun","EUA","INT05C"
"Psy","19099","GENTLEMAN","Allanga molla wae hwakkeun haeya","EUA","INT05C"
"Purple Shadows","5179","TIISANA SNACK","Boku ga hadimete kimi o mita no wa","JAP","JP1"
